asset_type,asset_sub_type,asset_sub_type_description,business_function,business_activity,retention_period,retention_reason,security_title,action_on_expiry,reason_for_action,appraisal_criteria,authorised_by,authorisation_date,master,classification_code,notes,keywords
Documents,Performance Records,NULL,STRATEGIC MANAGEMENT AND DIRECTION,Performance Management,5 years,Business Need,Restricted Access,Review,Business Need,N/A,_Records Management,01/03/2007, N/A,SM-PerfoMan,,
Documents,Project Team Meeting Agendas,,INFORMATION MANAGEMENT,Project Management,Completion of project+7,Business Need,Non-Restricted,Destroy,No Further Value,N/A,_Records Management,01/05/2013,Departments,SM-ProjectMan-001,,
Documents,Correspondence,,PROPERTY AND SERVICES,Estate Management,3 years,Limitation Act,Restricted Access,Review,BBC Best Practice,N/A,BBC Workplace,01/10/2004, N/A,PS-EstateMan,Correspondence supports property contracts,
Documents,Grants,NULL,FINANCE,Funding,5 years,Business Need,Restricted Access,Review,BBC Best Practice,N/A,BBC Films,01/01/2005,Public Accountability,FN-Funding,,
Documents,Props List,,PROPERTY AND SERVICES,Supplies and Equipment,Until Superseded,BBC Best Practice,Restricted Access,Destroy,No Further Value,N/A,_Records Management,01/05/2011,Production Office,PR-SuppEquip, ,
Documents,Project Dispensation,,STRATEGIC MANAGEMENT AND DIRECTION,Project Management,10 years,Business Need,Non-Restricted,Archive,Historical,N/A,_Records Management,01/05/2013,Departments,SM-ProjectMan-002,,
Documents,Powers of Attorney,,LEGAL AND CONTRACTS,Contracts,Expiry+6,Legal,Restricted Access,Review,NULL,N/A,_Records Management,01/05/2006, N/A,LC-Contracts-014,,
Documents,Feedback Reports,NULL,EXTERNAL ACCOUNTABILITY,Broadcast Appeals,7 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,_Records Management,01/06/2003, N/A,EA-BroadApp,,
Documents,Assessments,NULL,EXTERNAL ACCOUNTABILITY,Broadcast Appeals,7 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,_Records Management,01/06/2003, N/A,EA-BroadApp,,
Documents,Domain Name Management,"Includes registers, approvals, requests and transfers",LEGAL AND CONTRACTS,Intellectual Property,Period of business/administrative need,Limitation Act,Restricted Access,Destroy,Legal,N/A,_Records Management,01/04/2005, N/A,LC-IntelProp-011,,
Documents,Digital Switchover Help Scheme - Applicants,People who have applied to and received assistance from the Digital Switchover Help Scheme.,ENGINEERING AND TECHNOLOGY,Technical Support,Closure of Region + 7 years,Business Need,Restricted Access,Overwrite,Data Protection Act,N/A,IPC Team,01/07/2010,Digital Switchover Help Scheme,SM-ProjectMan-001,Data held on the Digital Switchover Help Schema CRM system.,
Documents,Labour Agreements,,PERSONNEL,Unions,Cessation+6,BBC Best Practice,Restricted Access,Destroy,BBC Best Practice,N/A,_Records Management,01/01/2007,SAP,,,
Documents,Job Specifications,NULL,PERSONNEL,Employment Management,Until Superseded,Business Need,Public Access,Review,BBC Best Practice,N/A,BBC People,01/12/2004, N/A,PE-EmployMan-004, ,
Documents,Counsel Liaison,,LEGAL AND CONTRACTS,External Liaison,Permanent,BBC Best Practice,Restricted Access,Archive,BBC Best Practice,N/A,_Records Management,01/02/2007, N/A,LC-ExtLiaison-004,,
Documents,Project Requests,,STRATEGIC MANAGEMENT AND DIRECTION,Project Management,10 years,Business Need,Non-Restricted,Archive,Historical,N/A,_Records Management,01/05/2013,Departments,SM-ProjectMan-002,,
Documents,BBC Trust Meetings,,EXTERNAL ACCOUNTABILITY,Regulation,Permanent,Business Need, N/A,Archive,BBC Best Practice,N/A,BBC Trust,01/06/2013,BBC Trust,EA-Regulation-006,,
Documents,Research, ,INFORMATION MANAGEMENT,Heritage,3 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,Information and Archives,01/06/2003,Heritage,IM-Heritage-004,,
Documents,Art and Artefacts Database, ,INFORMATION MANAGEMENT,Heritage,Permanent,Business Need,Restricted Access,Archive,Historical,N/A,Information and Archives,01/06/2003,Heritage,IM-Heritage,"Contains information regarding valuation, condition, artist, location",
Documents,Photographs of BBC Art and Artefacts, ,INFORMATION MANAGEMENT,Heritage,Permanent,Business Need,Restricted Access,Archive,Historical,N/A,BBC Trust,01/06/2003,Heritage,IM-Heritage,,
Documents,Plans, includes seating plans,COMMUNICATIONS AND MARKETING,Events,3 years,Business Need, N/A,Review,Possible Historical Interest, No Appraisal Criteria at present,_Records Management,01/06/2005, N/A,CM-Events,,
Documents,Forecasts, ,FINANCE,Budgeting,7 years,Statutory,Restricted Access,Destroy,BBC Best Practice,N/A,Finance,01/11/2004,SAP,FN-Budget, ,
Documents,Electrical and Wiring Plans, ,PROPERTY AND SERVICES,Estate Management,Until Superseded,Limitation Act,Restricted Access,Transfer to Purchaser,BBC Best Practice,N/A,BBC Workplace,01/10/2004,Land Securities Trillium,PS-EstateMan-007,Absolute Exemption,
Documents,Conferences and Seminars, ,COMMUNICATIONS AND MARKETING,Communications,3 years,Business Need,Restricted Access,Review,Business Need,N/A,_Records Management,01/10/2008,Departments,CM-Communicat-013,,
Documents,Chairman - Appointment, ,EXTERNAL ACCOUNTABILITY,Regulation,Permanent,Business Need,Restricted Access,Archive,Historical,N/A,_Records Management,01/07/2006, N/A,EA-Regulation-008,,
Documents,Audience Research Reports,"Quarterly, Monthly and Weekly Audience Research Reports",COMMUNICATIONS AND MARKETING,Audience and Consumer Research,5 years,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,Marketing Communications and Audiences,01/11/2004,Audience and Consumer Research,CM-AudResearc-005,,
Documents,Patent Records,"Includes Patent Infringements, Patent Licences, Patent Objections, Patent Oppositions",LEGAL AND CONTRACTS,Intellectual Property,Permanent,Copyright Designs and Patents Act,Restricted Access,Archive,BBC Best Practice,N/A,_Records Management,01/03/2007,CLIP,LC-IntelProp-003,"Information will usually comprise trade secrets.   Includes Patent Infringements, Patent Licences, Patent Objections, Patent Oppositions",
Documents,Litigation Cases, ,LEGAL AND CONTRACTS,Litigation,Completion of case+6,Legal,Restricted Access,Review,BBC Best Practice,N/A,Litigation and Intellectual Property,01/11/2004,Litigation Department,LC-Litigation-007,Refer to Litigation prior to final disposition,
Documents,Reports, ,ENGINEERING AND TECHNOLOGY,Technical Development,3 years,Business Need,Restricted Access,Review,BBC Best Practice,N/A,_Records Management,01/03/2007, N/A,ET-Technical-003,,
Documents,Templates,Templates for standard forms intended to capture information in order to facilitate processes initiated by either the member of staff or by an event,LEGAL AND CONTRACTS,Contracts,Until Superseded,Business Need,Public Access,Destroy,No Further Value,N/A,Litigation and Intellectual Property,01/11/2004,CLIP,LC-Contracts-008,,
Documents,Production Schedule Records,"Includes Production Schedule, Production Daily Progress Reports, Running Orders, Filming Schedules, Weekly Schedules",PRODUCTION,Content Creation,7 years,Business Need,Restricted Access,Destroy,No Further Value,N/A,Vision,01/05/2011,Production Office,PR-Content-002,,
Documents,Reports,Written account of an investigation or collation of results,FINANCE,Accounting,3 years,Business Need,Restricted Access,Destroy,BBC Best Practice,N/A,_Records Management,01/01/2004,SAP,FN-Accounting-008,,
Documents,Running Orders,,PRODUCTION,Content Creation,7 years,Business Need,Restricted Access,Destroy,No Further Value,N/A,_Records Management,01/05/2011,Production Office,PR-Content-002,,
Documents,Fast clear e-mails,Confirmations of clearances form Fast Clear system,LEGAL AND CONTRACTS,Rights,Period of business/administrative need,Legal,Restricted Access,Destroy,Local Copies,N/A,_Records Management,01/05/2011,Talent & Rights Negotiation Group,LC-Rights-001,"Check for important information, negotiation details and agreed fees before destroying",
Documents,AutoClear Requisitions,,LEGAL AND CONTRACTS,Rights,Permanent,Legal,Restricted Access,Archive,Reuse,N/A,_Records Management,01/05/2006,Talent & Rights Negotiation Group,LC-Rights-001,,
Documents,Casting Meetings,,PRODUCTION,Casting,2 years,Business Need,Editorially Sensitve,Review,Possible Historical Interest, No Appraisal Criteria at present,Vision,01/05/2011,Production Office,PR-Casting-003,,
Documents,Contractors Safety Competence Records,"Evidence of contractors compliance with safety policies, procedures, guidelines",PERSONNEL,Health and Safety,Completion of project+6,Management of Health and Safety at Work Regulations 1999,Restricted Access,Review,BBC Best Practice,N/A,Head of Safety Policy and Compliance,01/09/2011,Departments,PE-HealthSafe-010,Only retain if ongoing issue,
Documents,Staff Files,Records concerning the management of an individual's employment at the BBC,PERSONNEL,Employment Management,Cessation+6,Business Need,Restricted Access,Review,Possible Historical Interest,N/A,BBC People,01/01/2013,BBC HR,PE-EmployMan-001,See Appraisal Criteria for details of retention decisions,
Documents,Supplier Contracts, ,INFORMATION MANAGEMENT,Project Management,Completion of project+7,Business Need,Non-Restricted,Destroy,No Further Value,N/A,_Records Management,01/05/2013,Legal Department,LC-Contracts-002,,
Documents,Petitions, ,COMMUNICATIONS AND MARKETING,Public Relations,Completion of project+1,Business Need,Restricted Access,Destroy,Data Protection Act,N/A,_Records Management,01/10/2003, N/A,CM-PublicRels-005,Petitions should be disposed of once issue has been resolved.,
Documents,Development Papers,"Intermediate documents detailing development of design. May include correspondence, plans and reports",PROPERTY AND SERVICES,Design,7 years,BBC Best Practice,Restricted Access,Review,Possible Historical Interest,N/A,BBC Workplace,01/10/2004, N/A,PS-Design, ,
Documents,Enquiries,,PERSONNEL,Recruitment,6 months,BBC Best Practice,Restricted Access,Destroy,No Further Value,N/A,Recruitment,01/12/2004,Recruitment,PE-Recruit-003, ,
Documents,Policy Records,"Records documenting the development and establishment of policies, including background and consultation. Also includes decisions based on that policy.",PERSONNEL,Employment Management,Until Superseded,Business Need, N/A,Destroy,No Further Value,N/A,_Records Management,01/06/2013,BBC People,PE-Employman-015,,
Documents,Policy Records,"Records documenting the development and establishment of policies, including background and consultation. Also includes decisions based on that policy.",STRATEGIC MANAGEMENT AND DIRECTION,Policy,5 years,Business Need,Restricted Access,Review,BBC Best Practice,N/A,_Records Management,01/06/2003,Departments,SM-Policy-003, ,
Documents,Excess Travel,Records of the authorisation and payment of expense to staff for any excess travel costs when a business unit is moved from one geographical location to another.,PERSONNEL,Deployment,3 years,Business Need,Non-Restricted,Destroy,No Further Value,N/A,BBC People,01/12/2004,BBC People,PE-Deployment-001,Retained for Cessation+3 if on staff file,
Documents,Internal Publications, ,COMMUNICATIONS AND MARKETING,Audience and Consumer Research,Until Superseded,Business Need,Restricted Access,Review,Business Need,N/A,_Records Management,01/01/2005, N/A,CM-Communicat-003,,
Documents,Planning Commissions, ,PROPERTY AND SERVICES,Environmental Management,10 years,Business Need,Restricted Access,Review,BBC Best Practice,N/A,BBC Workplace,01/10/2004, N/A,PS-EnviroMan-006, ,
Documents,Tax Records, ,FINANCE,Taxation,7 years,Taxes Management Act,Restricted Access,Destroy,BBC Best Practice,N/A,Tax Manager,01/02/2014,SAP,FN-Taxation,No destruction should take place without reference to the Tax Department,
Documents,Risk Assessments,"Assessments carried out to evaluate risks. Includes DSE, Young Persons, VFX, Manual Handling, Pregnant Mothers, Contractors",PERSONNEL,Health and Safety,6 years,Management of Health and Safety at Work Regulations 1999,Restricted Access,Destroy,No Further Value,N/A,Head of Safety Policy and Compliance,01/09/2011,BBC Safety,PE-HealthSafe-042, ,
Documents,Fire Risk Assessments, ,PERSONNEL,Health and Safety,Until Superseded,The Regulatory Reform (Fire Safety) Order 2005,Restricted Access,Destroy,No Further Value,N/A,Head of Safety Policy and Compliance,01/09/2011,BBC Workplace,PE-HealthSafe-042, ,
Documents,Corporate Consultative Committee for Health Safety and Welfare,"Corporate Consultative Committee for Health, Safety and Welfare is for consultation at national level to plan, implement and monitor health, safety and welfare arrangements. It meets quarterly.",PERSONNEL,Health and Safety,6 years,Safety Representatives and Safety Committees 1977,Restricted Access,Review,BBC Best Practice,N/A,Head of Safety Policy and Compliance,01/09/2011,BBC Safety,PE-HealthSafe-027, ,
Documents,Production Health and Safety Records,"Health and Safety file including Risk Assessments, DSE Assessments, Incident Forms, Accident Report Forms, Travel Health Forms, Cast Statement of Health Forms, Competence Forms, Fitness To Participate Forms, Statement of Health forms, GP Declarations",PERSONNEL,Health and Safety,7 years,BBC Best Practice,Restricted Access,Destroy,No Further Value,N/A,Vision,01/05/2011,Production Office,PE-HealthSafe-040,,
Documents,Emergency Procedures, ,PERSONNEL,Health and Safety,Until Superseded+6 Months,Business Need,Restricted Access,Destroy,No Further Value,N/A,Head of Safety Policy and Compliance,01/09/2011,At Site,PE-HealthSafe-013, ,
Documents,Audit and Action Plans, ,PERSONNEL,Health and Safety,Until Superseded,Business Need,Restricted Access,Destroy,BBC Best Practice,N/A,Head of Safety Policy and Compliance,01/09/2011,Internal Audit,PE-HealthSafe-005, ,
Documents,Asbestos Register, ,PERSONNEL,Health and Safety,40 years,Control of Asbestos Regulations 2006,Restricted Access,Review,BBC Best Practice,Incidents - Hazardous Substances,Head of Safety Policy and Compliance,01/09/2011,BBC Workplace,PE-HealthSafe-004,Old versions may only be in hard copy. Review in case of ongoing actions,
Documents,Letters of Intent, ,LEGAL AND CONTRACTS,Contracts,Until Superseded,Legal,Restricted Access,Destroy,Superseded,N/A,Strategy and Distribution,01/10/2005, N/A,LC-Contracts-013,,
Documents,Performance Data, ,STRATEGIC MANAGEMENT AND DIRECTION,Performance Management,5 years,BBC Best Practice,Restricted Access,Review,BBC Best Practice,N/A,Strategy and Distribution,01/10/2004, N/A,SM-PerfoMan, ,
Documents,Commissioning Contracts and Agreements,"includes Co-Productions, Independent Productions, Joint Venture, Joint Co-Production",PRODUCTION,Commissioning,Permanent,Business Need,Editorially Sensitve,Archive,Business Need,N/A,_Records Management,01/04/2005,Commercial Agency,PR-Commission-005,,
Documents,Annual Report - Final Copy,,EXTERNAL ACCOUNTABILITY,Accountability,Permanent,Statutory,Public Access,Archive,Freedom of Information Act,N/A,_Records Management,01/04/2013,BBC Trust,EA-Accountab,,
Documents,Advisory Councils - Terms of Reference,,EXTERNAL ACCOUNTABILITY,Accountability,Until Superseded,Business Need,Restricted Access,Review,Business Need,N/A,_Records Management,01/07/2006, N/A,EA-Accountab-019,,
Documents,Access Records,includes ID cards and Logins,PROPERTY AND SERVICES,Security,7 years,Business Need,Restricted Access,Destroy,No Further Value,N/A,_Records Management,01/07/2006,BBC Workplace,PS-Security-006,,
